구,전용면적_m2,층,건축년도,지하철역_거리_m,방개수,욕실개수,브랜드등급,거래금액_만원
구도심구,58.35,4,1995,591,3,1,2,47300
중앙구,73.22,4,2006,177,3,1,2,147000
신도심구,76.3,12,1994,393,3,1,1,83700
구도심구,81.7,27,2005,559,3,1,2,71400
호수구,59.33,10,2022,601,3,1,1,59100
신도심구,57.55,28,2013,936,3,1,3,80700
신도심구,83.51,24,2010,425,3,1,2,128000
중앙구,58.23,9,1998,445,3,1,1,94700
강변구,72.82,7,2003,2112,3,1,1,84500
중앙구,84.04,25,2005,60,3,1,2,180600
구도심구,80.92,22,2011,79,3,1,1,68400
강변구,58.62,19,1999,295,3,1,1,94700
구도심구,100.89,29,2024,75,4,2,3,136000
중앙구,82.37,3,2013,95,3,1,1,158200
호수구,75.82,12,2002,467,3,1,1,84400
구도심구,83.29,18,1996,765,3,1,1,55800
중앙구,83.72,3,2012,453,3,1,2,145800
중앙구,83.29,29,2007,797,3,1,2,150800
중앙구,83.9,17,2014,1036,3,1,2,178000
호수구,85.57,9,2012,705,3,1,3,102100
강변구,136.97,7,2013,795,4,2,1,210800
신도심구,84.89,1,2019,497,3,1,1,100600
신도심구,102.31,18,2009,425,4,2,1,135500
구도심구,86.06,29,2016,67,3,1,1,78900
신도심구,101.3,2,2004,1071,4,2,1,102200
신도심구,115.88,13,2023,683,4,2,1,158500
호수구,59.95,20,2006,754,3,1,2,66800
강변구,59.17,13,2014,169,3,1,1,94200
구도심구,84.42,19,2024,310,3,1,3,94600
중앙구,71.81,21,2004,478,3,1,3,125500
신도심구,84.35,29,1996,236,3,1,2,107900
호수구,99.15,18,2000,697,4,2,3,109300
구도심구,112.05,21,2000,664,4,2,2,91900
구도심구,74.23,9,1994,634,3,1,1,55100
강변구,82.66,5,2010,1060,3,1,2,135400
신도심구,58.99,3,2001,709,3,1,1,61100
신도심구,84.17,4,1996,1405,3,1,1,87300
신도심구,49.22,24,1997,726,2,1,2,53900
신도심구,82.92,2,2001,363,3,1,2,96800
강변구,85.08,15,2004,593,3,1,1,125200
강변구,83.89,18,2024,60,3,1,2,161400
강변구,84.53,20,2015,760,3,1,3,160200
신도심구,72.56,2,2015,318,3,1,1,97900
중앙구,48.79,25,2015,653,2,1,1,105100
호수구,60.32,13,2018,358,3,1,1,70800
구도심구,135.16,1,2003,236,4,2,3,117400
중앙구,113.04,4,1996,1691,4,2,2,177600
구도심구,73.35,25,2009,353,3,1,1,64000
구도심구,57.81,28,1993,304,3,1,2,46400
강변구,73.21,22,1999,963,3,1,2,104500
강변구,82.32,10,2017,466,3,1,1,151900
중앙구,73.83,28,2009,332,3,1,3,165400
중앙구,49.76,8,2015,981,2,1,2,96300
구도심구,73.06,7,2009,580,3,1,1,60600
호수구,58.89,23,2010,1068,3,1,3,72900
중앙구,73.74,10,2002,1437,3,1,1,130700
구도심구,60.27,16,1999,457,3,1,1,49500
중앙구,83.27,20,2001,927,3,1,1,148800
신도심구,83.31,5,2018,1480,3,1,1,116000
구도심구,57.98,27,2024,1736,3,1,2,54400
신도심구,82.63,5,1995,388,3,1,1,92900
중앙구,84.64,29,2010,1171,3,1,1,160000
신도심구,100.84,9,2008,80,4,2,3,139400
호수구,114.07,13,2010,719,4,2,1,139000
강변구,60.53,8,2000,190,3,1,1,84300
강변구,102.6,16,1993,458,4,2,1,138900
중앙구,82.02,1,1999,2229,3,1,2,129200
신도심구,84.78,5,1998,1082,3,1,1,80300
신도심구,74.27,16,1994,194,3,1,1,87200
구도심구,73.45,21,2004,253,3,1,3,65400
구도심구,49.39,28,2014,1247,2,1,1,43000
호수구,131.93,25,2023,1221,4,2,3,155300
구도심구,85.76,27,2014,1263,3,1,2,75800
강변구,74.62,24,1998,717,3,1,2,108900
신도심구,82.96,23,2004,1079,3,1,1,101500
강변구,48.3,11,2002,474,2,1,3,81800
강변구,56.96,27,1999,458,3,1,1,68700
호수구,83.62,28,2024,689,3,1,1,103200
구도심구,83.42,15,2013,328,3,1,2,80300
호수구,99.41,4,2008,286,4,2,1,105800
신도심구,84.93,2,2006,888,3,1,1,95100
신도심구,85.53,15,2003,942,3,1,2,101500
신도심구,100.97,19,2006,292,4,2,1,118100
중앙구,48.63,17,2013,389,2,1,1,99200
강변구,84.52,26,2022,805,3,1,1,136700
신도심구,83.98,16,2008,760,3,1,1,111100
중앙구,57.7,20,1998,717,3,1,2,95000
호수구,58.22,22,2023,304,3,1,2,81300
중앙구,58.64,26,2003,2420,3,1,1,88800
강변구,59.3,18,1995,428,3,1,1,82000
구도심구,84.01,17,2010,828,3,1,1,71800
중앙구,59.25,3,2018,235,3,1,1,116600
호수구,82.17,19,2001,580,3,1,1,82100
구도심구,59.8,6,2001,286,3,1,2,54400
중앙구,49.0,11,2002,415,2,1,1,77700
구도심구,77.06,16,2018,727,3,1,2,72500
구도심구,58.53,3,2023,1389,3,1,1,55900
구도심구,134.39,21,2020,382,4,2,1,140400
구도심구,77.4,9,2000,702,3,1,1,65900
구도심구,59.23,15,2020,821,3,1,1,56200
신도심구,58.92,11,2002,970,3,1,2,65600
강변구,72.82,11,2020,110,3,1,2,123300
구도심구,85.83,12,2024,1066,3,1,3,87400
호수구,99.61,2,2015,827,4,2,1,106900
신도심구,74.51,6,2023,716,3,1,1,104600
구도심구,83.43,23,1997,2320,3,1,3,59100
신도심구,83.77,4,2013,347,3,1,2,120600
구도심구,99.29,15,1994,761,4,2,1,73800
호수구,85.61,5,2013,2017,3,1,1,80200
강변구,58.67,16,2003,1291,3,1,1,76200
강변구,82.54,19,2024,456,3,1,1,160200
신도심구,102.5,14,2008,709,4,2,2,148000
신도심구,83.4,23,2017,725,3,1,1,108300
신도심구,134.4,8,2002,507,4,2,3,171800
중앙구,102.01,17,1995,200,4,2,2,188400
신도심구,59.57,9,2016,462,3,1,2,79600
신도심구,98.36,15,2000,869,4,2,1,118700
신도심구,84.83,2,2016,454,3,1,2,110300
구도심구,83.88,8,2007,580,3,1,3,70300
구도심구,83.61,21,2024,1400,3,1,1,88000
구도심구,100.87,23,2004,582,4,2,2,86100
구도심구,82.07,8,2005,609,3,1,1,69900
구도심구,84.23,8,2016,666,3,1,1,70400
신도심구,47.36,9,2018,423,2,1,2,77900
구도심구,73.66,9,1997,1088,3,1,2,63800
중앙구,114.19,29,2016,236,4,2,2,222200
강변구,85.29,19,2008,422,3,1,1,133300
신도심구,48.02,12,2024,712,2,1,2,80900
호수구,102.74,14,2013,475,4,2,2,119100
구도심구,102.14,15,2017,1635,4,2,1,90700
중앙구,83.48,17,2004,614,3,1,3,145300
신도심구,47.67,12,2002,602,2,1,1,54700
강변구,82.27,29,2018,291,3,1,1,147200
구도심구,49.33,9,1993,482,2,1,2,36300
구도심구,73.12,13,2011,1057,3,1,1,60900
신도심구,85.44,1,2023,361,3,1,1,104100
신도심구,113.18,15,2024,138,4,2,1,182700
강변구,72.92,25,2015,544,3,1,3,120400
신도심구,101.28,29,2008,634,4,2,1,145900
호수구,113.18,14,2019,443,4,2,1,130800
구도심구,49.01,5,1993,1414,2,1,1,34500
신도심구,60.18,21,2018,2225,3,1,1,78000
신도심구,84.14,19,1999,709,3,1,1,92400
중앙구,84.15,28,2016,479,3,1,3,180500
중앙구,74.25,15,2004,869,3,1,2,133000
강변구,81.97,1,2017,1420,3,1,3,122700
신도심구,84.47,27,2012,383,3,1,2,110700
호수구,84.19,20,2022,1021,3,1,1,104000
신도심구,85.07,24,2018,543,3,1,1,116400
강변구,59.73,4,2022,1241,3,1,2,99400
중앙구,58.76,14,1997,291,3,1,1,108200
강변구,60.24,14,2005,1533,3,1,2,91000
구도심구,113.65,8,2006,725,4,2,1,89400
신도심구,114.3,25,1993,867,4,2,2,139700
구도심구,100.63,6,1993,254,4,2,1,77600
구도심구,59.55,3,1994,248,3,1,1,41700
중앙구,83.55,7,2017,775,3,1,3,171900
구도심구,60.98,29,2007,885,3,1,1,54800
호수구,76.42,4,2017,510,3,1,1,92100
신도심구,60.05,17,2019,947,3,1,1,75300
중앙구,102.85,6,1994,253,4,2,1,154400
호수구,57.15,12,2020,188,3,1,2,77000
호수구,82.29,17,2000,669,3,1,3,82100
신도심구,133.61,1,2005,245,4,2,3,178800
신도심구,84.05,7,2023,142,3,1,2,148200
강변구,48.76,18,2002,311,2,1,2,78600
구도심구,112.03,1,2023,865,4,2,1,91300
신도심구,85.38,15,2009,714,3,1,3,122900
중앙구,86.59,18,1993,1431,3,1,2,145400
구도심구,85.54,7,2019,748,3,1,1,79400
호수구,102.3,5,1994,261,4,2,3,107000
구도심구,84.27,15,2013,903,3,1,2,73900
강변구,82.99,21,2007,375,3,1,1,123800
중앙구,84.09,1,1997,503,3,1,2,142000
호수구,51.53,10,2009,380,2,1,1,53700
호수구,100.58,29,2004,231,4,2,1,88200
신도심구,58.45,10,1996,2500,3,1,1,54400
구도심구,75.33,10,2010,331,3,1,2,71600
신도심구,75.41,22,1994,124,3,1,1,93700
신도심구,57.98,14,2010,976,3,1,1,82900
중앙구,73.69,12,2000,93,3,1,1,130700
중앙구,83.4,23,2019,547,3,1,1,182600
강변구,74.08,1,2023,1074,3,1,2,119700
구도심구,60.32,21,2022,206,3,1,1,62500
중앙구,100.04,12,2023,614,4,2,1,210400
강변구,135.31,26,1996,488,4,2,1,193200
신도심구,84.12,22,2009,326,3,1,1,107500
강변구,76.79,28,2000,1434,3,1,1,116900
강변구,49.38,4,1996,485,2,1,2,57300
신도심구,48.88,6,2005,962,2,1,1,60400
신도심구,74.69,27,2006,1135,3,1,1,93300
구도심구,113.6,12,2002,529,4,2,1,95000
호수구,81.85,24,1996,266,3,1,2,77300
강변구,73.71,20,2006,1153,3,1,1,94800
호수구,133.69,15,1997,547,4,2,2,142100
호수구,72.09,2,1994,591,3,1,2,69400
구도심구,58.91,3,2007,462,3,1,1,49800
구도심구,71.52,21,1995,1126,3,1,1,54900
구도심구,58.58,3,2023,239,3,1,3,60300
구도심구,101.29,1,2019,597,4,2,1,89300
구도심구,74.12,7,2022,271,3,1,2,82600
중앙구,83.51,27,1996,461,3,1,2,143800
호수구,73.9,19,2007,1227,3,1,1,81600
신도심구,113.06,21,2019,1217,4,2,2,143100
구도심구,84.01,19,2011,515,3,1,1,72500
신도심구,84.07,17,2002,747,3,1,1,105900
중앙구,57.92,8,2019,737,3,1,2,137700
신도심구,114.32,13,2002,272,4,2,3,156000
신도심구,84.31,16,2024,880,3,1,1,115000
신도심구,58.8,29,1996,297,3,1,2,82200
강변구,103.91,27,2015,440,4,2,1,173600
강변구,48.83,22,1993,129,2,1,2,72900
신도심구,73.66,24,2022,982,3,1,1,103100
신도심구,83.49,24,2004,1129,3,1,1,101000
호수구,72.83,20,1993,766,3,1,3,69900
강변구,84.82,24,2019,617,3,1,2,176600
강변구,58.18,3,2023,423,3,1,1,109100
강변구,58.32,1,2022,999,3,1,3,109300
신도심구,48.35,13,2008,1656,2,1,1,53900
신도심구,57.82,2,1994,331,3,1,2,54400
구도심구,111.9,10,2000,524,4,2,2,90800
호수구,83.44,6,1993,259,3,1,2,94500
강변구,85.05,28,1994,619,3,1,1,111800
구도심구,74.24,20,1998,457,3,1,2,66200
중앙구,85.87,2,2011,552,3,1,2,145100
강변구,59.9,19,2017,1007,3,1,1,92300
신도심구,59.63,22,2011,1199,3,1,3,82400
중앙구,86.26,10,1999,226,3,1,1,171400
구도심구,83.88,26,2012,732,3,1,1,80700
구도심구,101.08,29,2000,1437,4,2,2,67500
구도심구,113.99,29,2007,844,4,2,1,100600
신도심구,102.85,3,2021,277,4,2,2,142200
구도심구,59.0,14,1997,1164,3,1,1,41400
신도심구,58.22,23,2020,884,3,1,1,85700
중앙구,59.71,13,2001,826,3,1,2,117200
중앙구,100.02,14,2014,513,4,2,3,238700
구도심구,114.64,10,2001,793,4,2,2,96000
호수구,114.5,13,1998,2500,4,2,1,96100
중앙구,58.77,21,2007,108,3,1,1,123000
신도심구,101.68,1,2005,437,4,2,2,108700
구도심구,82.21,24,2009,470,3,1,3,89700
구도심구,101.2,22,2000,60,4,2,2,82500
신도심구,83.44,5,2024,2058,3,1,2,113000
구도심구,62.43,23,2014,259,3,1,1,56800
구도심구,49.19,16,2019,245,2,1,1,44600
호수구,113.28,10,2017,161,4,2,1,139000
중앙구,72.35,14,2016,433,3,1,1,150800
호수구,75.57,15,1997,824,3,1,1,71500
중앙구,73.58,7,2011,586,3,1,2,143300
구도심구,73.05,18,2021,291,3,1,2,84800
중앙구,114.4,19,1996,794,4,2,1,216200
강변구,49.78,11,2007,591,2,1,3,89800
중앙구,59.76,14,1998,1330,3,1,1,97000
신도심구,101.02,18,2018,363,4,2,2,136300
강변구,84.19,15,2022,337,3,1,2,166000
강변구,59.28,13,1994,1040,3,1,2,83500
신도심구,49.4,28,2018,250,2,1,2,79800
신도심구,59.51,26,2004,156,3,1,2,73600
구도심구,60.31,12,2023,578,3,1,1,63000
호수구,49.07,21,1993,842,2,1,2,51800
구도심구,58.02,24,1999,145,3,1,3,47900
중앙구,83.83,4,2015,1116,3,1,1,162200
강변구,101.9,18,2017,131,4,2,2,174300
호수구,111.86,24,1995,379,4,2,1,107500
중앙구,71.86,2,1998,589,3,1,2,106900
신도심구,75.1,10,2003,1414,3,1,1,83200
호수구,135.82,24,1994,1469,4,2,2,120700
호수구,82.48,28,2018,671,3,1,1,100500
신도심구,84.12,29,2014,429,3,1,1,125100
구도심구,58.52,18,2016,450,3,1,1,60200
신도심구,73.69,2,2008,1931,3,1,2,76200
구도심구,84.37,1,2013,1261,3,1,3,72700
중앙구,82.45,24,2011,770,3,1,1,145400
중앙구,47.67,22,2015,686,2,1,1,94400
구도심구,113.64,6,2007,642,4,2,2,98800
강변구,83.83,4,2013,103,3,1,2,131700
구도심구,82.65,5,2013,60,3,1,1,77300
신도심구,59.95,26,2013,500,3,1,2,85400
호수구,83.5,23,2020,225,3,1,3,114400
구도심구,83.49,28,2004,692,3,1,1,75200
신도심구,59.34,4,2021,656,3,1,1,80700
구도심구,83.85,21,1993,152,3,1,1,67700
강변구,85.0,27,2008,702,3,1,3,157600
신도심구,99.88,16,2007,730,4,2,2,146200
강변구,57.32,23,2020,716,3,1,2,101800
호수구,100.63,18,1994,366,4,2,3,98000
구도심구,84.07,1,1999,815,3,1,1,55800
호수구,57.51,13,2008,852,3,1,2,56400
호수구,57.33,8,2019,810,3,1,2,72300
호수구,59.22,3,2007,483,3,1,2,67700
강변구,58.09,18,2013,1538,3,1,2,92100
호수구,82.26,27,1998,1336,3,1,1,68500
신도심구,85.16,2,2023,618,3,1,1,110800
신도심구,58.24,10,2018,341,3,1,1,91600
신도심구,135.38,20,1994,309,4,2,3,177800
강변구,59.03,10,2015,864,3,1,1,99400
강변구,84.35,4,1997,196,3,1,2,148700
강변구,113.75,6,2010,907,4,2,1,174100
중앙구,97.81,1,2015,171,4,2,1,153300
신도심구,82.64,29,2022,547,3,1,1,113400
호수구,83.85,15,1995,860,3,1,2,83200
구도심구,59.44,28,2002,320,3,1,1,49900
신도심구,46.85,20,2015,1102,2,1,1,61700
신도심구,73.94,11,2001,441,3,1,1,88800
신도심구,57.65,28,2015,585,3,1,3,82800
강변구,74.28,8,1998,83,3,1,2,112000
구도심구,58.98,6,1998,166,3,1,2,52700
강변구,114.89,24,2010,91,4,2,3,228600
구도심구,102.28,17,2015,969,4,2,2,107600
구도심구,101.55,13,1999,425,4,2,2,79200
신도심구,85.03,18,2020,1175,3,1,2,122900
호수구,58.58,29,2020,60,3,1,1,71200
강변구,52.39,9,1995,790,2,1,1,71500
호수구,82.54,27,2002,82,3,1,3,93900
구도심구,83.37,27,2010,291,3,1,1,74600
구도심구,75.08,23,2008,540,3,1,1,72300
구도심구,84.9,5,2001,414,3,1,2,70900
구도심구,84.58,3,2009,716,3,1,1,70900
호수구,59.81,4,2023,364,3,1,2,78300
신도심구,71.5,21,2002,496,3,1,2,97000
구도심구,75.91,12,2000,248,3,1,1,64700
구도심구,83.76,29,2016,891,3,1,1,84900
신도심구,115.5,1,2011,635,4,2,1,125900
호수구,81.56,11,2015,784,3,1,2,98100
신도심구,84.31,8,2013,571,3,1,3,121800
신도심구,100.32,26,2017,1001,4,2,2,140600
중앙구,59.69,4,2016,370,3,1,1,124800
강변구,84.38,12,2012,612,3,1,1,147100
구도심구,84.44,26,2007,2500,3,1,2,61200
신도심구,82.73,29,2007,212,3,1,2,128000
신도심구,48.93,27,2001,1218,2,1,1,50800
강변구,113.78,19,2007,2243,4,2,1,157600
신도심구,114.59,5,2012,837,4,2,1,137400
구도심구,50.19,3,2015,60,2,1,1,43600
호수구,59.18,12,2017,222,3,1,2,74400
중앙구,57.47,14,2005,722,3,1,3,109900
신도심구,101.13,15,2016,577,4,2,1,113800
신도심구,87.13,2,2006,1580,3,1,2,99800
구도심구,60.98,20,2004,1613,3,1,1,49200
신도심구,97.43,12,1998,545,4,2,1,112800
신도심구,74.08,4,2001,575,3,1,1,85200
신도심구,85.12,27,2014,389,3,1,1,116400
신도심구,73.78,11,1999,810,3,1,1,74900
신도심구,83.45,7,1995,277,3,1,2,86400
신도심구,83.68,15,2001,529,3,1,2,113000
구도심구,59.66,28,2024,295,3,1,2,68900
구도심구,72.62,24,1997,688,3,1,2,61000
강변구,115.43,3,1997,1167,4,2,1,150200
구도심구,83.93,20,2005,170,3,1,1,76600
호수구,112.88,20,2005,503,4,2,1,126100
강변구,85.35,26,2022,1415,3,1,1,132900
신도심구,82.15,29,2000,1695,3,1,1,91200
강변구,58.33,22,2006,392,3,1,3,96800
구도심구,100.31,19,2002,307,4,2,3,89900
강변구,61.57,11,2000,60,3,1,2,100900
구도심구,48.18,27,2003,1253,2,1,2,43700
강변구,56.41,28,2001,1200,3,1,2,68000
신도심구,48.3,29,2015,633,2,1,2,68800
호수구,114.55,28,2018,2402,4,2,2,118500
신도심구,134.94,19,1998,577,4,2,1,172300
호수구,86.73,28,2008,1279,3,1,3,87100
호수구,60.69,23,2001,410,3,1,2,51600
호수구,114.23,7,2020,487,4,2,1,143600
강변구,82.93,1,1996,720,3,1,2,112900
구도심구,75.95,29,2006,298,3,1,2,60700
중앙구,83.56,13,2003,1054,3,1,3,154600
신도심구,83.21,26,2004,650,3,1,1,115000
호수구,48.5,9,2023,107,2,1,1,55900
구도심구,82.5,11,2010,1299,3,1,1,68300
신도심구,83.44,24,2005,277,3,1,1,112200
신도심구,58.72,16,2018,301,3,1,1,77500
구도심구,74.88,20,2017,484,3,1,1,68600
구도심구,83.53,10,1997,825,3,1,1,55100
신도심구,82.48,18,2007,752,3,1,1,104000
호수구,132.08,15,2006,1588,4,2,2,127500
강변구,101.25,28,2007,726,4,2,2,163900
강변구,84.09,15,2004,155,3,1,1,134800
구도심구,83.33,3,2019,245,3,1,1,86200
호수구,83.44,22,2024,143,3,1,2,130500
강변구,84.47,28,1993,140,3,1,1,117000
강변구,50.67,26,2020,441,2,1,2,91200
중앙구,83.06,3,2020,1238,3,1,1,153900
호수구,84.11,29,2004,647,3,1,1,81600
강변구,85.15,11,2008,848,3,1,3,143900
신도심구,100.07,25,1996,1042,4,2,1,107300
호수구,83.98,19,2004,1297,3,1,1,85600
중앙구,73.95,29,2000,328,3,1,1,122900
신도심구,47.43,10,2022,1182,2,1,2,66300
신도심구,49.2,18,1996,1078,2,1,2,58600
구도심구,74.04,20,2003,427,3,1,2,64400
신도심구,84.67,5,2008,311,3,1,3,102800
신도심구,57.58,23,2024,523,3,1,1,87200
강변구,59.01,5,2019,1558,3,1,1,85000
구도심구,60.66,25,2022,1282,3,1,3,66600
구도심구,103.49,4,2002,424,4,2,1,88200
중앙구,102.54,6,2001,1206,4,2,2,145200
신도심구,72.59,15,2011,944,3,1,2,104400
호수구,59.54,6,2003,830,3,1,1,60000
중앙구,58.42,3,1993,1476,3,1,3,81400
강변구,59.34,2,2018,745,3,1,1,95200
신도심구,73.07,9,1996,618,3,1,2,78300
강변구,46.94,15,1999,87,2,1,1,73900
강변구,73.59,2,2023,1036,3,1,2,112900
신도심구,134.87,4,2016,289,4,2,2,174100
강변구,84.35,18,2013,251,3,1,1,162200
신도심구,101.48,10,1997,634,4,2,3,112600
구도심구,59.26,22,2001,246,3,1,1,46500
신도심구,59.49,25,1999,789,3,1,1,66700
중앙구,114.64,1,2013,696,4,2,1,194600
구도심구,73.67,28,2009,653,3,1,2,70600
강변구,84.1,20,2004,524,3,1,1,127300
구도심구,136.09,24,2016,1014,4,2,2,137600
신도심구,84.17,14,2017,791,3,1,2,125400
구도심구,74.05,1,2016,782,3,1,2,56400
강변구,84.12,26,1996,314,3,1,3,134300
강변구,48.74,17,2012,560,2,1,3,87700
신도심구,58.48,2,1999,309,3,1,1,61100
중앙구,49.25,5,2001,554,2,1,2,100100
강변구,100.39,6,2024,349,4,2,1,185900
구도심구,83.83,11,2006,544,3,1,1,75400
구도심구,58.05,13,2018,560,3,1,1,58900
중앙구,59.13,13,2000,544,3,1,1,99500
호수구,84.7,26,2024,1029,3,1,2,111800
구도심구,113.75,28,2001,866,4,2,1,92200
호수구,56.59,20,1998,196,3,1,2,57200
구도심구,74.71,19,2003,502,3,1,3,62100
구도심구,101.14,26,1998,652,4,2,1,79200
신도심구,112.81,8,2012,338,4,2,1,158400
구도심구,114.93,17,1997,697,4,2,1,88700
호수구,57.32,19,1999,370,3,1,1,57200
중앙구,60.25,9,2015,587,3,1,3,129600
강변구,73.93,28,1994,283,3,1,1,100100
중앙구,56.28,7,2007,542,3,1,1,113500
호수구,101.21,2,2015,880,4,2,1,104600
신도심구,48.51,10,2007,963,2,1,1,57600
구도심구,83.33,24,1993,595,3,1,2,56600
구도심구,113.11,11,1998,1990,4,2,3,83100
호수구,133.85,7,2024,745,4,2,2,161500
강변구,83.42,26,2017,982,3,1,1,130800
구도심구,111.77,5,2004,1331,4,2,2,94100
호수구,50.53,5,2020,343,2,1,3,66100
중앙구,73.71,27,1993,875,3,1,1,102400
구도심구,48.12,10,1994,692,2,1,2,38400
신도심구,132.65,1,2021,896,4,2,2,158000
구도심구,114.92,13,2014,1127,4,2,2,109900
신도심구,47.44,22,2012,298,2,1,1,63700
강변구,49.16,22,2004,1938,2,1,2,68700
중앙구,73.3,3,2019,614,3,1,2,152200
중앙구,58.37,9,2012,467,3,1,2,116800
중앙구,99.68,18,2006,61,4,2,1,191600
구도심구,58.26,20,2005,1274,3,1,1,46700
신도심구,101.01,19,2004,1077,4,2,2,143700
강변구,84.28,10,2011,514,3,1,2,141800
구도심구,73.06,26,2013,113,3,1,3,75700
구도심구,58.89,3,2018,633,3,1,1,50900
신도심구,135.07,24,2005,177,4,2,1,180000
호수구,82.0,28,2001,1191,3,1,2,76600
신도심구,73.99,20,2010,503,3,1,2,112000
구도심구,72.86,13,2011,277,3,1,2,62100
중앙구,112.74,12,2001,710,4,2,2,190800
구도심구,101.31,13,1995,783,4,2,1,66700
호수구,100.35,5,2003,847,4,2,1,100800
구도심구,82.54,7,1995,292,3,1,1,60600
신도심구,102.59,19,1995,1121,4,2,1,117300
구도심구,60.1,16,2023,511,3,1,2,58700
신도심구,81.68,15,2018,82,3,1,1,124200
구도심구,72.23,14,1994,556,3,1,3,61600
구도심구,84.71,3,2004,551,3,1,1,69000
호수구,133.66,26,2001,544,4,2,2,142500
신도심구,135.8,28,2024,720,4,2,2,213600
중앙구,84.74,8,2007,1678,3,1,1,131200
신도심구,84.36,10,2001,568,3,1,2,97600
중앙구,112.77,19,2013,619,4,2,3,251600
강변구,134.59,1,2008,393,4,2,3,202800
강변구,99.47,3,1998,567,4,2,1,138500
구도심구,50.57,27,2002,859,2,1,2,46900
강변구,74.51,6,1997,873,3,1,1,94900
강변구,113.01,17,2015,1397,4,2,1,168000
중앙구,84.97,26,2024,105,3,1,1,185200
호수구,86.69,22,2018,1042,3,1,3,108700
구도심구,83.74,8,2005,942,3,1,2,72900
중앙구,74.66,5,2008,156,3,1,1,138600
중앙구,73.48,21,1994,1378,3,1,3,139700
신도심구,101.1,12,2004,188,4,2,2,138300
강변구,57.19,29,1994,875,3,1,1,79400
신도심구,84.0,19,2016,85,3,1,2,126100
신도심구,84.05,1,2022,275,3,1,2,127800
호수구,103.16,8,1999,893,4,2,1,95900
강변구,71.85,22,2014,918,3,1,1,110100
구도심구,83.66,21,2012,528,3,1,1,80800
중앙구,60.55,22,2006,1463,3,1,1,103400
호수구,58.71,7,2016,879,3,1,2,69300
호수구,73.79,8,2014,1140,3,1,1,84400
구도심구,48.0,7,2001,546,2,1,1,38300
신도심구,112.88,21,2018,242,4,2,3,178500
강변구,111.81,1,2013,240,4,2,3,175800
구도심구,48.24,24,2002,460,2,1,2,44900
구도심구,99.81,9,2016,286,4,2,2,95600
강변구,84.14,15,2013,270,3,1,3,153000
신도심구,83.05,8,1996,130,3,1,2,102000
신도심구,100.42,13,1998,484,4,2,1,121000
구도심구,83.46,23,2003,127,3,1,1,75800
구도심구,58.94,6,1994,476,3,1,1,43100
구도심구,48.37,17,2006,96,2,1,1,46400
구도심구,82.73,2,2007,442,3,1,1,63500
강변구,114.1,6,2017,859,4,2,1,187500
신도심구,85.28,20,1998,278,3,1,1,101700
중앙구,74.15,17,2011,727,3,1,2,170400
구도심구,48.27,18,2014,693,2,1,1,43000
신도심구,113.85,7,2007,346,4,2,1,143100
신도심구,71.54,6,2022,121,3,1,2,110600
강변구,83.83,13,2003,1046,3,1,1,116500
강변구,83.52,4,2006,344,3,1,1,127800
신도심구,57.88,26,1993,1588,3,1,1,64300
강변구,48.1,8,2006,1012,2,1,2,73000
중앙구,73.51,21,1993,898,3,1,3,127500
구도심구,75.19,5,2024,185,3,1,1,73300
신도심구,85.31,19,2000,902,3,1,2,100900
신도심구,99.89,6,2018,1227,4,2,3,143600
신도심구,58.38,9,1996,622,3,1,3,71700
구도심구,83.41,12,2001,735,3,1,2,74800
강변구,49.97,4,1996,862,2,1,2,63000
구도심구,59.17,4,2004,1320,3,1,1,49100
호수구,84.11,22,2012,782,3,1,1,92500
구도심구,101.64,11,2006,844,4,2,1,84500
신도심구,100.28,17,2012,709,4,2,1,124600
구도심구,60.64,19,2018,1619,3,1,3,59900
신도심구,84.0,19,1994,635,3,1,1,88100
신도심구,72.97,19,2006,840,3,1,2,98100
신도심구,133.72,29,2012,1372,4,2,3,188200
강변구,85.48,19,2009,421,3,1,1,133400
중앙구,113.49,11,1997,1812,4,2,1,144700
신도심구,60.14,9,1999,388,3,1,1,82100
중앙구,83.25,24,2005,281,3,1,1,144600
신도심구,100.08,13,2013,857,4,2,1,135400
신도심구,74.79,17,2024,373,3,1,1,108900
호수구,82.95,24,2004,1571,3,1,2,89300
중앙구,84.99,7,2009,2183,3,1,1,132500
구도심구,134.42,7,2002,290,4,2,2,108500
신도심구,57.95,2,1994,267,3,1,1,62500
중앙구,113.91,3,2005,257,4,2,1,186100
강변구,73.34,18,2004,82,3,1,1,109300
중앙구,84.42,15,1997,364,3,1,2,158800
강변구,86.27,9,2014,1193,3,1,2,152700
강변구,58.56,7,2001,887,3,1,1,75200
신도심구,134.64,21,2000,511,4,2,2,163300
신도심구,114.03,3,2005,818,4,2,1,138900
중앙구,134.03,21,2023,198,4,2,2,266400
강변구,133.8,27,2013,632,4,2,3,260100
중앙구,82.97,14,2006,718,3,1,1,140600
신도심구,84.4,15,2019,687,3,1,1,117200
강변구,100.65,16,1993,355,4,2,1,139300
신도심구,47.91,3,2003,344,2,1,2,60900
강변구,102.22,19,2010,943,4,2,1,147000
중앙구,84.12,11,2008,903,3,1,2,178200
호수구,83.73,14,2014,87,3,1,3,87900
중앙구,75.61,1,2015,85,3,1,1,128600
중앙구,71.8,26,2007,2076,3,1,2,117200
중앙구,50.53,10,2022,734,2,1,1,97900
호수구,72.94,3,2022,688,3,1,3,101000
